date_from;daily_hour;weekday;month;Synthetic_3_6kW;Synthetic_7_2kW;Flex_3_6kW;Flex_7_2kW;n_shared
12.01.2019 08:00;8;Saturday;Jan;0;0;3,6;7,2;4
12.01.2019 09:00;9;Saturday;Jan;0;0;2,834;5,668;4
12.01.2019 10:00;10;Saturday;Jan;0;0;0;0;4
12.01.2019 11:00;11;Saturday;Jan;0;0;0;0;4
12.01.2019 12:00;12;Saturday;Jan;2,22;4,44;0;0;4
12.01.2019 13:00;13;Saturday;Jan;4,73;3,95;0,165;5,84;4
12.01.2019 14:00;14;Saturday;Jan;3,6;7,2;0;0;4
12.01.2019 15:00;15;Saturday;Jan;5,88;6,47;0;1,968;4
12.01.2019 16:00;16;Saturday;Jan;10,55;10,04;0;4,36;4
12.01.2019 17:00;17;Saturday;Jan;4,7;7,2;2,5;7,2;4
12.01.2019 18:00;18;Saturday;Jan;3,6;3,76;0,55;4,54;4
12.01.2019 19:00;19;Saturday;Jan;3,6;0;0;7,2;4
12.01.2019 20:00;20;Saturday;Jan;3,6;0;0;7,2;4
12.01.2019 21:00;21;Saturday;Jan;0,58;0;0,718;2,596;4
12.01.2019 22:00;22;Saturday;Jan;0;0;0;0;4
12.01.2019 23:00;23;Saturday;Jan;0;0;0;0;4
13.01.2019 00:00;0;Sunday;Jan;0;0;0;0;4
13.01.2019 01:00;1;Sunday;Jan;0;0;0;0;4
13.01.2019 02:00;2;Sunday;Jan;0;0;0;0;4
13.01.2019 03:00;3;Sunday;Jan;0;0;0;0;4
13.01.2019 04:00;4;Sunday;Jan;0;0;0;0;4
13.01.2019 05:00;5;Sunday;Jan;0;0;0;0;4
13.01.2019 06:00;6;Sunday;Jan;0;0;0;0;4
13.01.2019 07:00;7;Sunday;Jan;0;0;0;0;4
13.01.2019 08:00;8;Sunday;Jan;0;0;0;0;4
13.01.2019 09:00;9;Sunday;Jan;0;0;0;0;4
13.01.2019 10:00;10;Sunday;Jan;0;0;0;0;4
13.01.2019 11:00;11;Sunday;Jan;0;0;0;0;4
13.01.2019 12:00;12;Sunday;Jan;1,98;3,96;0;0;4
13.01.2019 13:00;13;Sunday;Jan;5,4;5,36;0;5,44;4
13.01.2019 14:00;14;Sunday;Jan;3,74;7,2;3,46;7,2;4
13.01.2019 15:00;15;Sunday;Jan;7,14;10,68;3,6;10,8;4
13.01.2019 16:00;16;Sunday;Jan;7,2;7,2;0,965;4,664;4
13.01.2019 17:00;17;Sunday;Jan;5,4;4,2;0;3;4
13.01.2019 18:00;18;Sunday;Jan;3,6;0;0;2,366;4
13.01.2019 19:00;19;Sunday;Jan;3,6;0;0;0;4
13.01.2019 20:00;20;Sunday;Jan;0,54;0;0;0;4
13.01.2019 21:00;21;Sunday;Jan;0;0;0;0;4
13.01.2019 22:00;22;Sunday;Jan;0;0;0;0;4
13.01.2019 23:00;23;Sunday;Jan;0;0;0;0;4
14.01.2019 00:00;0;Monday;Jan;0;0;0;0;4
14.01.2019 01:00;1;Monday;Jan;0;0;0;0;4
14.01.2019 02:00;2;Monday;Jan;0;0;0;0;4
14.01.2019 03:00;3;Monday;Jan;0;0;0;0;4
14.01.2019 04:00;4;Monday;Jan;0;0;0;0;4
14.01.2019 05:00;5;Monday;Jan;0;0;0;0;4
14.01.2019 06:00;6;Monday;Jan;0;0;0;0;4
14.01.2019 07:00;7;Monday;Jan;0;0;0;0;4
14.01.2019 08:00;8;Monday;Jan;0;0;0;0;4
14.01.2019 09:00;9;Monday;Jan;0;0;0;0;4
14.01.2019 10:00;10;Monday;Jan;0;0;0;0;4
14.01.2019 11:00;11;Monday;Jan;0;0;0;0;4
14.01.2019 12:00;12;Monday;Jan;0;0;0;0;4
14.01.2019 13:00;13;Monday;Jan;0;0;0;0;4
14.01.2019 14:00;14;Monday;Jan;0;0;0;0;4
14.01.2019 15:00;15;Monday;Jan;0;0;0;0;4
14.01.2019 16:00;16;Monday;Jan;0;0;0;0;4
14.01.2019 17:00;17;Monday;Jan;0;0;0;0;4
14.01.2019 18:00;18;Monday;Jan;0;0;0;0;4
14.01.2019 19:00;19;Monday;Jan;0,48;0,96;0;0;4
14.01.2019 20:00;20;Monday;Jan;3,6;7,2;0;0;4
14.01.2019 21:00;21;Monday;Jan;3,6;7,2;0;0;4
14.01.2019 22:00;22;Monday;Jan;3,6;7,2;0;0;4
14.01.2019 23:00;23;Monday;Jan;3,6;4,68;0;2,52;4
15.01.2019 00:00;0;Tuesday;Jan;3,6;0;0;7,2;4
15.01.2019 01:00;1;Tuesday;Jan;3,6;0;0;7,2;4
15.01.2019 02:00;2;Tuesday;Jan;3,6;0;0;7,2;4
15.01.2019 03:00;3;Tuesday;Jan;1,56;0;2,04;7,2;4
15.01.2019 04:00;4;Tuesday;Jan;0;0;3,6;7,2;4
15.01.2019 05:00;5;Tuesday;Jan;0;0;3,6;7,2;4
15.01.2019 06:00;6;Tuesday;Jan;0;0;2,206;4,412;4
15.01.2019 07:00;7;Tuesday;Jan;0;0;0;0;4
15.01.2019 08:00;8;Tuesday;Jan;0;0;0;0;4
15.01.2019 09:00;9;Tuesday;Jan;0;0;0;0;4
15.01.2019 10:00;10;Tuesday;Jan;0;0;0;0;4
15.01.2019 11:00;11;Tuesday;Jan;0;0;0;0;4
15.01.2019 12:00;12;Tuesday;Jan;0;0;0;0;4
15.01.2019 13:00;13;Tuesday;Jan;0;0;0;0;4
15.01.2019 14:00;14;Tuesday;Jan;0;0;0;0;4
15.01.2019 15:00;15;Tuesday;Jan;0;0;0;0;4
15.01.2019 16:00;16;Tuesday;Jan;0;0;0;0;4
15.01.2019 17:00;17;Tuesday;Jan;0;0;0;0;4
15.01.2019 18:00;18;Tuesday;Jan;0;0;0;0;4
15.01.2019 19:00;19;Tuesday;Jan;0;0;0;0;4
15.01.2019 20:00;20;Tuesday;Jan;0;0;0;0;4
15.01.2019 21:00;21;Tuesday;Jan;0;0;0;0;4
15.01.2019 22:00;22;Tuesday;Jan;1,14;2,28;0;0;4
15.01.2019 23:00;23;Tuesday;Jan;5,28;10,56;0;0;4
16.01.2019 00:00;0;Wednesday;Jan;7,2;12,33;0;2,07;4
16.01.2019 01:00;1;Wednesday;Jan;7,2;7,2;0;7,2;4
16.01.2019 02:00;2;Wednesday;Jan;6,27;4,55;0,93;9,85;4
16.01.2019 03:00;3;Wednesday;Jan;3,6;0;3,6;14,4;4
16.01.2019 04:00;4;Wednesday;Jan;3,6;0;3,6;14,4;4
16.01.2019 05:00;5;Wednesday;Jan;2,63;0;4,57;14,4;4
16.01.2019 06:00;6;Wednesday;Jan;0;0;7,2;14,4;4
16.01.2019 07:00;7;Wednesday;Jan;0;0;6,716;13,432;4
16.01.2019 08:00;8;Wednesday;Jan;0;0;3,6;7,2;4
16.01.2019 09:00;9;Wednesday;Jan;0;0;3,6;7,2;4
16.01.2019 10:00;10;Wednesday;Jan;0;0;3,6;7,2;4
16.01.2019 11:00;11;Wednesday;Jan;0;0;0,471;0,942;4
16.01.2019 12:00;12;Wednesday;Jan;0;0;0;0;4
16.01.2019 13:00;13;Wednesday;Jan;0;0;0;0;4
16.01.2019 14:00;14;Wednesday;Jan;0;0;0;0;4
16.01.2019 15:00;15;Wednesday;Jan;0;0;0;0;4
16.01.2019 16:00;16;Wednesday;Jan;0;0;0;0;4
16.01.2019 17:00;17;Wednesday;Jan;0;0;0;0;4
16.01.2019 18:00;18;Wednesday;Jan;0;0;0;0;4
16.01.2019 19:00;19;Wednesday;Jan;0;0;0;0;4
16.01.2019 20:00;20;Wednesday;Jan;0;0;0;0;4
16.01.2019 21:00;21;Wednesday;Jan;0;0;0;0;4
16.01.2019 22:00;22;Wednesday;Jan;0;0;0;0;4
16.01.2019 23:00;23;Wednesday;Jan;0;0;0;0;4
17.01.2019 00:00;0;Thursday;Jan;0;0;0;0;4
17.01.2019 01:00;1;Thursday;Jan;0;0;0;0;4
17.01.2019 02:00;2;Thursday;Jan;0;0;0;0;4
17.01.2019 03:00;3;Thursday;Jan;0;0;0;0;4
17.01.2019 04:00;4;Thursday;Jan;0;0;0;0;4
17.01.2019 05:00;5;Thursday;Jan;0;0;0;0;4
17.01.2019 06:00;6;Thursday;Jan;0;0;0;0;4
17.01.2019 07:00;7;Thursday;Jan;0;0;0;0;4
17.01.2019 08:00;8;Thursday;Jan;0;0;0;0;4
17.01.2019 09:00;9;Thursday;Jan;0;0;0;0;4
17.01.2019 10:00;10;Thursday;Jan;0;0;0;0;4
17.01.2019 11:00;11;Thursday;Jan;1,68;2,83;0;2,736;4
17.01.2019 12:00;12;Thursday;Jan;1,69;1,08;0;0;4
17.01.2019 13:00;13;Thursday;Jan;3,13;2,59;0;3,578;4
17.01.2019 14:00;14;Thursday;Jan;0;0;0;0;4
17.01.2019 15:00;15;Thursday;Jan;0;0;0;0;4
17.01.2019 16:00;16;Thursday;Jan;0;0;0;0;4
17.01.2019 17:00;17;Thursday;Jan;0;0;0;0;4
17.01.2019 18:00;18;Thursday;Jan;0;0;0;0;4
17.01.2019 19:00;19;Thursday;Jan;0;0;0;0;4
17.01.2019 20:00;20;Thursday;Jan;0;0;0;0;4
17.01.2019 21:00;21;Thursday;Jan;0;0;0;0;4
17.01.2019 22:00;22;Thursday;Jan;3,36;6,72;0;0;4
17.01.2019 23:00;23;Thursday;Jan;7,2;14,4;0;0;4
18.01.2019 00:00;0;Friday;Jan;7,2;14,4;0;0;5
18.01.2019 01:00;1;Friday;Jan;7,2;8,39;0;6,01;5
18.01.2019 02:00;2;Friday;Jan;9,4;2,2;0;15,384;5
18.01.2019 03:00;3;Friday;Jan;6,77;0;0,43;14,4;5
18.01.2019 04:00;4;Friday;Jan;3,6;0;3,6;14,4;5
18.01.2019 05:00;5;Friday;Jan;1,38;0;4,531;11,822;5
18.01.2019 06:00;6;Friday;Jan;0;0;3,6;7,2;5
18.01.2019 07:00;7;Friday;Jan;0;0;3,6;7,2;5
18.01.2019 08:00;8;Friday;Jan;0;0;3,6;7,2;5
18.01.2019 09:00;9;Friday;Jan;0;0;3,6;7,2;5
18.01.2019 10:00;10;Friday;Jan;0;0;1,001;2,002;5
18.01.2019 11:00;11;Friday;Jan;0;0;0;0;5
18.01.2019 12:00;12;Friday;Jan;0;0;0;0;5
18.01.2019 13:00;13;Friday;Jan;0;0;0;0;5
18.01.2019 14:00;14;Friday;Jan;0;0;0;0;5
18.01.2019 15:00;15;Friday;Jan;0;0;0;0;5
18.01.2019 16:00;16;Friday;Jan;0;0;0;0;5
18.01.2019 17:00;17;Friday;Jan;0;0;0;0;5
18.01.2019 18:00;18;Friday;Jan;0;0;0;0;5
18.01.2019 19:00;19;Friday;Jan;0;0;0;0;5
18.01.2019 20:00;20;Friday;Jan;0;0;0;0;5
18.01.2019 21:00;21;Friday;Jan;0;0;0;0;5
18.01.2019 22:00;22;Friday;Jan;1,62;3,24;0;0;5
18.01.2019 23:00;23;Friday;Jan;5,1;10,2;0;0;5
19.01.2019 00:00;0;Saturday;Jan;7,2;13,47;0;0,93;5
19.01.2019 01:00;1;Saturday;Jan;7,2;2,86;0;6,392;5
19.01.2019 02:00;2;Saturday;Jan;7,2;0;0;7,2;5
19.01.2019 03:00;3;Saturday;Jan;1,45;0;2,822;7,164;5
19.01.2019 04:00;4;Saturday;Jan;0;0;0;0;5
19.01.2019 05:00;5;Saturday;Jan;0;0;0;0;5
19.01.2019 06:00;6;Saturday;Jan;0;0;0;0;5
19.01.2019 07:00;7;Saturday;Jan;0;0;0;0;5
19.01.2019 08:00;8;Saturday;Jan;0;0;0;0;5
19.01.2019 09:00;9;Saturday;Jan;0;0;0;0;5
19.01.2019 10:00;10;Saturday;Jan;0;0;0;0;5
19.01.2019 11:00;11;Saturday;Jan;0;0;0;0;5
19.01.2019 12:00;12;Saturday;Jan;0;0;0;0;5
19.01.2019 13:00;13;Saturday;Jan;3,18;6,36;0;0;5
19.01.2019 14:00;14;Saturday;Jan;6,24;7,71;0;4,77;5
19.01.2019 15:00;15;Saturday;Jan;5,61;7,2;1,59;7,2;5
19.01.2019 16:00;16;Saturday;Jan;3,6;7,2;2,057;4,114;5
19.01.2019 17:00;17;Saturday;Jan;3,6;7,2;0;0;5
19.01.2019 18:00;18;Saturday;Jan;3,6;2,85;0;4,35;5
19.01.2019 19:00;19;Saturday;Jan;3,6;0;0;5,716;5
19.01.2019 20:00;20;Saturday;Jan;3,6;0;0;0;5
19.01.2019 21:00;21;Saturday;Jan;3,6;0;0;0;5
19.01.2019 22:00;22;Saturday;Jan;3,87;3,96;0;0;5
19.01.2019 23:00;23;Saturday;Jan;3,6;7,2;0;0;5
20.01.2019 00:00;0;Sunday;Jan;3,6;3,68;0;3,18;5
20.01.2019 01:00;1;Sunday;Jan;3,6;0;0;0;5
20.01.2019 02:00;2;Sunday;Jan;2,06;0;0;0;5
20.01.2019 03:00;3;Sunday;Jan;0;0;0;0;5
20.01.2019 04:00;4;Sunday;Jan;0;0;0;0;5
20.01.2019 05:00;5;Sunday;Jan;0;0;0;0;5
20.01.2019 06:00;6;Sunday;Jan;0;0;0;0;5
20.01.2019 07:00;7;Sunday;Jan;0;0;0;0;5
20.01.2019 08:00;8;Sunday;Jan;0;0;0;0;5
20.01.2019 09:00;9;Sunday;Jan;0;0;0;0;5
20.01.2019 10:00;10;Sunday;Jan;0;0;0;0;5
20.01.2019 11:00;11;Sunday;Jan;0;0;0;0;5
20.01.2019 12:00;12;Sunday;Jan;0;0;0;0;5
20.01.2019 13:00;13;Sunday;Jan;0;0;0;0;5
20.01.2019 14:00;14;Sunday;Jan;0;0;0;0;5
20.01.2019 15:00;15;Sunday;Jan;0;0;0;0;5
20.01.2019 16:00;16;Sunday;Jan;0;0;0;0;5
20.01.2019 17:00;17;Sunday;Jan;0;0;0;0;5
20.01.2019 18:00;18;Sunday;Jan;0;0;0;0;5
20.01.2019 19:00;19;Sunday;Jan;0;0;0;0;5
20.01.2019 20:00;20;Sunday;Jan;0;0;0;0;5
20.01.2019 21:00;21;Sunday;Jan;2,34;4,68;0;0;5
20.01.2019 22:00;22;Sunday;Jan;3,6;7,2;0;0;5
20.01.2019 23:00;23;Sunday;Jan;3,6;7,2;0;0;5
21.01.2019 00:00;0;Monday;Jan;3,6;0,35;0;6,85;5
21.01.2019 01:00;1;Monday;Jan;3,6;0;0;7,2;5
21.01.2019 02:00;2;Monday;Jan;2,69;0;0,91;7,2;5
21.01.2019 03:00;3;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 04:00;4;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 05:00;5;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 06:00;6;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 07:00;7;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 08:00;8;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 09:00;9;Monday;Jan;0;0;3,6;7,2;5
21.01.2019 10:00;10;Monday;Jan;0;0;0,841;1,682;5
21.01.2019 11:00;11;Monday;Jan;0;0;0;0;5
21.01.2019 12:00;12;Monday;Jan;0;0;0;0;5
21.01.2019 13:00;13;Monday;Jan;0;0;0;0;5
21.01.2019 14:00;14;Monday;Jan;0;0;0;0;5
21.01.2019 15:00;15;Monday;Jan;0,18;0,36;0;0;5
21.01.2019 16:00;16;Monday;Jan;3,6;7,2;0;0;5
21.01.2019 17:00;17;Monday;Jan;3,6;7,2;0;0;5
21.01.2019 18:00;18;Monday;Jan;3,6;1,89;0;2,856;5
21.01.2019 19:00;19;Monday;Jan;3,6;0;0;0;5
21.01.2019 20:00;20;Monday;Jan;2,07;0;0;0;5
21.01.2019 21:00;21;Monday;Jan;0;0;0;0;5
21.01.2019 22:00;22;Monday;Jan;0;0;0;0;5
21.01.2019 23:00;23;Monday;Jan;0;0;0;0;5
22.01.2019 00:00;0;Tuesday;Jan;0;0;0;0;5
22.01.2019 01:00;1;Tuesday;Jan;0;0;0;0;5
22.01.2019 02:00;2;Tuesday;Jan;0;0;0;0;5
22.01.2019 03:00;3;Tuesday;Jan;0;0;0;0;5
22.01.2019 04:00;4;Tuesday;Jan;0;0;0;0;5
22.01.2019 05:00;5;Tuesday;Jan;0;0;0;0;5
22.01.2019 06:00;6;Tuesday;Jan;0;0;0;0;5
22.01.2019 07:00;7;Tuesday;Jan;0;0;0;0;5
22.01.2019 08:00;8;Tuesday;Jan;0;0;0;0;5
22.01.2019 09:00;9;Tuesday;Jan;0;0;0;0;5
22.01.2019 10:00;10;Tuesday;Jan;0;0;0;0;5
22.01.2019 11:00;11;Tuesday;Jan;0;0;0;0;5
22.01.2019 12:00;12;Tuesday;Jan;0;0;0;0;5
22.01.2019 13:00;13;Tuesday;Jan;0;0;0;0;5
22.01.2019 14:00;14;Tuesday;Jan;1,44;2,88;0;0;5
22.01.2019 15:00;15;Tuesday;Jan;3,6;7,2;0;0;5
22.01.2019 16:00;16;Tuesday;Jan;3,6;7,2;0;0;5
22.01.2019 17:00;17;Tuesday;Jan;3,6;7,08;0;0,12;5
22.01.2019 18:00;18;Tuesday;Jan;4,08;0,96;0;4,654;5
22.01.2019 19:00;19;Tuesday;Jan;7,2;7,2;0;0;5
22.01.2019 20:00;20;Tuesday;Jan;7,2;7,2;0;0;5
22.01.2019 21:00;21;Tuesday;Jan;4,92;3,11;0;4,09;5
22.01.2019 22:00;22;Tuesday;Jan;3,6;0;0;7,2;5
22.01.2019 23:00;23;Tuesday;Jan;3,59;0;0;1,532;5
23.01.2019 00:00;0;Wednesday;Jan;0;0;0;0;5
23.01.2019 01:00;1;Wednesday;Jan;0;0;0;0;5
23.01.2019 02:00;2;Wednesday;Jan;0;0;0;0;5
23.01.2019 03:00;3;Wednesday;Jan;0;0;0;0;5
23.01.2019 04:00;4;Wednesday;Jan;0;0;0;0;5
23.01.2019 05:00;5;Wednesday;Jan;0;0;0;0;5
23.01.2019 06:00;6;Wednesday;Jan;0;0;0;0;5
23.01.2019 07:00;7;Wednesday;Jan;0;0;0;0;5
23.01.2019 08:00;8;Wednesday;Jan;0;0;0;0;5
23.01.2019 09:00;9;Wednesday;Jan;0;0;0;0;5
23.01.2019 10:00;10;Wednesday;Jan;0;0;0;0;5
23.01.2019 11:00;11;Wednesday;Jan;0,72;1,44;0;0;5
23.01.2019 12:00;12;Wednesday;Jan;2,2;1,48;0,671;4,262;5
23.01.2019 13:00;13;Wednesday;Jan;0;0;0;0;5
23.01.2019 14:00;14;Wednesday;Jan;0;0;0;0;5
23.01.2019 15:00;15;Wednesday;Jan;0,18;0,36;0;0;5
23.01.2019 16:00;16;Wednesday;Jan;3,6;7,2;0;0;5
23.01.2019 17:00;17;Wednesday;Jan;3,6;7,2;0;0;5
23.01.2019 18:00;18;Wednesday;Jan;3,6;5,72;0;1,48;5
23.01.2019 19:00;19;Wednesday;Jan;3,6;0;0;7,2;5
23.01.2019 20:00;20;Wednesday;Jan;3,6;0;0;5,966;5
23.01.2019 21:00;21;Wednesday;Jan;3,32;2,04;0;0;5
23.01.2019 22:00;22;Wednesday;Jan;3,6;7,2;0;0;5
23.01.2019 23:00;23;Wednesday;Jan;3,6;7,2;0;0;5
24.01.2019 00:00;0;Thursday;Jan;3,6;2,81;0;4,39;5
24.01.2019 01:00;1;Thursday;Jan;3,6;0;0;7,2;5
24.01.2019 02:00;2;Thursday;Jan;3,6;0;0;7,2;5
24.01.2019 03:00;3;Thursday;Jan;0,23;0;3,37;7,2;5
24.01.2019 04:00;4;Thursday;Jan;0;0;0,629;1,258;5
24.01.2019 05:00;5;Thursday;Jan;0;0;0;0;5
24.01.2019 06:00;6;Thursday;Jan;0;0;0;0;5
24.01.2019 07:00;7;Thursday;Jan;0;0;0;0;5
24.01.2019 08:00;8;Thursday;Jan;0;0;0;0;5
24.01.2019 09:00;9;Thursday;Jan;0;0;0;0;5
24.01.2019 10:00;10;Thursday;Jan;0;0;0;0;5
24.01.2019 11:00;11;Thursday;Jan;0;0;0;0;5
24.01.2019 12:00;12;Thursday;Jan;0;0;0;0;5
24.01.2019 13:00;13;Thursday;Jan;0;0;0;0;5
24.01.2019 14:00;14;Thursday;Jan;0;0;0;0;5
24.01.2019 15:00;15;Thursday;Jan;0;0;0;0;5
24.01.2019 16:00;16;Thursday;Jan;1,62;3,24;0;0;5
24.01.2019 17:00;17;Thursday;Jan;3,6;3,66;0;3,54;5
24.01.2019 18:00;18;Thursday;Jan;1,68;0;1,92;7,2;5
24.01.2019 19:00;19;Thursday;Jan;0;0;3,6;7,2;5
24.01.2019 20:00;20;Thursday;Jan;0;0;3,6;7,2;5
24.01.2019 21:00;21;Thursday;Jan;0;0;3,6;7,2;5
24.01.2019 22:00;22;Thursday;Jan;2,7;5,4;3,6;7,2;5
24.01.2019 23:00;23;Thursday;Jan;3,6;7,2;3,6;7,2;5
25.01.2019 00:00;0;Friday;Jan;3,6;5,87;0,879;3,088;5
25.01.2019 01:00;1;Friday;Jan;3,6;0;0;7,2;5
25.01.2019 02:00;2;Friday;Jan;3,6;0;0;7,2;5
25.01.2019 03:00;3;Friday;Jan;1,37;0;2,23;7,2;5
25.01.2019 04:00;4;Friday;Jan;0;0;3,6;7,2;5
25.01.2019 05:00;5;Friday;Jan;0;0;3,6;7,2;5
25.01.2019 06:00;6;Friday;Jan;0;0;3,6;7,2;5
25.01.2019 07:00;7;Friday;Jan;0;0;1,734;3,468;5
25.01.2019 08:00;8;Friday;Jan;0;0;0;0;5
25.01.2019 09:00;9;Friday;Jan;0;0;0;0;5
25.01.2019 10:00;10;Friday;Jan;0;0;0;0;5
25.01.2019 11:00;11;Friday;Jan;0;0;0;0;5
25.01.2019 12:00;12;Friday;Jan;0;0;0;0;5
25.01.2019 13:00;13;Friday;Jan;1,86;3,72;0;0;5
25.01.2019 14:00;14;Friday;Jan;2,53;0,67;0,3;4,99;5
25.01.2019 15:00;15;Friday;Jan;0;0;0;0;5
25.01.2019 16:00;16;Friday;Jan;0,78;1,56;0;0;5
25.01.2019 17:00;17;Friday;Jan;3,6;5,75;0;1,45;5
25.01.2019 18:00;18;Friday;Jan;6,47;7,08;0,67;7,2;5
25.01.2019 19:00;19;Friday;Jan;3,6;7,2;3,6;7,2;5
25.01.2019 20:00;20;Friday;Jan;6;12;3,6;7,2;5
25.01.2019 21:00;21;Friday;Jan;7,2;12,74;2,073;5,806;5
25.01.2019 22:00;22;Friday;Jan;7,2;2,63;0;11,77;5
25.01.2019 23:00;23;Friday;Jan;7,2;0;0;14,4;5
26.01.2019 00:00;0;Saturday;Jan;5,03;0;0;9,836;5
26.01.2019 01:00;1;Saturday;Jan;1,88;0;1,72;7,2;5
26.01.2019 02:00;2;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 03:00;3;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 04:00;4;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 05:00;5;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 06:00;6;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 07:00;7;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 08:00;8;Saturday;Jan;0;0;3,6;7,2;5
26.01.2019 09:00;9;Saturday;Jan;1,92;2,59;3,6;14,4;5
26.01.2019 10:00;10;Saturday;Jan;0,67;0;4,764;4,918;5
26.01.2019 11:00;11;Saturday;Jan;0;0;0;0;5
26.01.2019 12:00;12;Saturday;Jan;0;0;0;0;5
26.01.2019 13:00;13;Saturday;Jan;0;0;0;0;5
26.01.2019 14:00;14;Saturday;Jan;0;0;0;0;5
26.01.2019 15:00;15;Saturday;Jan;1,98;3,96;0;0;5
26.01.2019 16:00;16;Saturday;Jan;3,6;7,2;0;0;5
26.01.2019 17:00;17;Saturday;Jan;3,6;7,2;0;0;5
26.01.2019 18:00;18;Saturday;Jan;3,6;2,21;0;4,99;5
26.01.2019 19:00;19;Saturday;Jan;7,08;6,96;0;7,2;5
26.01.2019 20:00;20;Saturday;Jan;7,2;7,2;0;7,2;5
